1.040973484254062775e+00 6.944008730004205709e+00
-1.040973484254030801e+00 6.944008730004834540e+00
6.169290476192301753e-04 6.318487590455296399e+00
-6.169290476201183537e-04 6.318487593007986014e+00
1.694611047042826613e-07 5.712832987762124226e+00
-1.694610376468119739e-07 5.712834262404635766e+00
-2.273937038665962973e-09 5.182983545109549617e+00
2.273945032271740274e-09 5.183153575828373327e+00
5.647438072742261284e-11 4.730988948527705240e+00
-5.649525292028556578e-11 4.738771819681113051e+00
-6.159517340620368486e-13 4.283086050597963990e+00
4.929390229335695039e-13 4.416094128213567060e+00
-2.258193632087568403e-13 3.711203758510746908e+00
2.864375403532903874e-13 4.326001181798651452e+00
4.951594689828198170e-14 4.035874244123884402e+00
-1.127986593019159045e-13 4.453795185955636171e+00
