-2.000000000000000000e+00 1.610251835789189010e-06 2.316021375877848503e-05 1.312914959827446784e-03
-1.997997997997998043e+00 3.220725445865287151e-06 4.632214179553607527e-05 2.625826332469243483e-03
-1.995995995995996086e+00 4.831642635059400946e-06 6.948749851513986108e-05 3.938730530749549007e-03
-1.993993993993993907e+00 6.443225269295188934e-06 9.265799857624146144e-05 5.251623967512098617e-03
-1.991991991991991950e+00 8.055695306145692556e-06 1.158353570181934965e-04 6.564503055630027673e-03
-1.989989989989989994e+00 9.669274825402830612e-06 1.390212893879945206e-04 7.877364208015713576e-03
-1.987987987987988037e+00 1.128418605966363150e-05 1.622175118672703668e-04 9.190203837630570027e-03
-1.985985985985986080e+00 1.290065142493740964e-05 1.854257413993010497e-04 1.050301835749471030e-02
-1.983983983983983901e+00 1.451889355127845787e-05 2.086476958161074874e-04 1.181580418069688200e-02
-1.981981981981981944e+00 1.613913531344810147e-05 2.318850939656025040e-04 1.312855772040424397e-02
-1.979979979979979987e+00 1.776159986161045213e-05 2.551396558388169949e-04 1.444127538987217442e-02
-1.977977977977978030e+00 1.938651065206605661e-05 2.784131026972099269e-04 1.575395360245405996e-02
-1.975975975975976073e+00 2.101409147802790709e-05 3.017071572000758358e-04 1.706658877161119220e-02
-1.973973973973973894e+00 2.264456650044347768e-05 3.250235435320494685e-04 1.837917731092244406e-02
-1.971971971971971938e+00 2.427816027886752016e-05 3.483639875307258387e-04 1.969171563409395295e-02
-1.969969969969969981e+00 2.591509780238995759e-05 3.717302168144049918e-04 2.100420015496900703e-02
-1.967967967967968024e+00 2.755560452062300581e-05 3.951239609099696948e-04 2.231662728753798855e-02
-1.965965965965966067e+00 2.919990637475161234e-05 4.185469513809028782e-04 2.362899344594822718e-02
-1.963963963963963888e+00 3.084822982865091591e-05 4.420009219554460250e-04 2.494129504451328416e-02
-1.961961961961961931e+00 3.250080190007716076e-05 4.654876086549384045e-04 2.625352849772344052e-02
-1.959959959959959974e+00 3.415785019193377992e-05 4.890087499223110760e-04 2.756569022025525881e-02
-1.957957957957958017e+00 3.581960292361782136e-05 5.125660867507557741e-04 2.887777662698098879e-02
-1.955955955955956060e+00 3.748628896245230046e-05 5.361613628125966487e-04 3.018978413297874683e-02
-1.953953953953953881e+00 3.915813785520737245e-05 5.597963245883564014e-04 3.150170915354241069e-02
-1.951951951951951925e+00 4.083537985971465129e-05 5.834727214960210495e-04 3.281354810419109119e-02
-1.949949949949949968e+00 4.251824597657956079e-05 6.071923060205268409e-04 3.412529740067874601e-02
-1.947947947947948011e+00 4.420696798099703730e-05 6.309568338434865626e-04 3.543695345900465393e-02
-1.945945945945946054e+00 4.590177845467269816e-05 6.547680639731364837e-04 3.674851269542282750e-02
-1.943943943943943875e+00 4.760291081785558812e-05 6.786277588745364591e-04 3.805997152645191478e-02
-1.941941941941941918e+00 4.931059936148594604e-05 7.025376846000186415e-04 3.937132636888465015e-02
-1.939939939939939961e+00 5.102507927946356198e-05 7.264996109199122311e-04 4.068257363979794344e-02
-1.937937937937938004e+00 5.274658670104028901e-05 7.505153114535400346e-04 4.199370975656266380e-02
-1.935935935935936048e+00 5.447535872334107360e-05 7.745865638004948567e-04 4.330473113685331943e-02
-1.933933933933933869e+00 5.621163344401904766e-05 7.987151496722228296e-04 4.461563419865823693e-02
-1.931931931931931912e+00 5.795564999404716899e-05 8.229028550238919959e-04 4.592641536028880395e-02
-1.929929929929929955e+00 5.970764857065254962e-05 8.471514701865808395e-04 4.723707104038898236e-02
