-2.000000000000000000e+00 1.110164780101372678e-03 2.220326829196734176e-03 -3.330483416221400195e-03 4.440631810378276208e-03 5.550769280508633351e-03
-1.997997997997998043e+00 2.220326820981512704e-03 4.440631744664053082e-03 -6.660892873833665871e-03 8.881088312216274192e-03 1.110119616342160505e-02
-1.995995995995996086e+00 3.330483383425950246e-03 6.660892832888834145e-03 -9.991154415870043617e-03 1.332119420389461274e-02 1.665093827226397233e-02
-1.993993993993993907e+00 4.440631728233713355e-03 8.881088180790464720e-03 -1.332119408864841301e-02 1.776077419763532478e-02 2.219965327280078518e-02
-1.991991991991991950e+00 5.550769116224106396e-03 1.110119587593716775e-02 -1.665093794341361219e-02 2.219965302642198240e-02 2.774699889415397497e-02
-1.989989989989989994e+00 6.660892808243499760e-03 1.332119400676233002e-02 -1.998031203797967850e-02 2.663765545091908646e-02 3.329263294991537114e-02
-1.987987987987988037e+00 7.771000065172075331e-03 1.554106066278072157e-02 -2.330924243837180845e-02 3.107460626639015414e-02 3.883621335925435680e-02
-1.985985985985986080e+00 8.881088147930491297e-03 1.776077393480456762e-02 -2.663765522046788320e-02 3.551033030961410486e-02 4.437739816801847953e-02
-1.983983983983983901e+00 9.991154317486733438e-03 1.998031191515995883e-02 -2.996547647164038083e-02 3.994465246580080481e-02 4.991584556982731069e-02
-1.981981981981981944e+00 1.110119583486286234e-02 2.219965269790307241e-02 -3.329263229239767113e-02 4.437739767550424874e-02 5.545121392715664232e-02
-1.979979979979979987e+00 1.221120996114177445e-02 2.441877437903636205e-02 -3.661904879802505008e-02 4.880839094153361507e-02 6.098316179241224100e-02
-1.977977977977978030e+00 1.332119395747395629e-02 2.663765505672472528e-02 -3.994465212022552114e-02 5.323745733586184026e-02 6.651134792899197901e-02
-1.975975975975976073e+00 1.443114508508432266e-02 2.885627283151184427e-02 -4.326936840876032669e-02 5.766442200653177502e-02 7.203543133233529516e-02
-1.973973973973973894e+00 1.554106060527885545e-02 3.107460580653606877e-02 -4.659312383308859828e-02 6.208911018455862824e-02 7.755507125095736920e-02
-1.971971971971971938e+00 1.665093777945128584e-02 3.329263208774640992e-02 -4.991584458400662866e-02 6.651134719082919811e-02 8.306992720746793346e-02
-1.969969969969969981e+00 1.776077386908992903e-02 3.551032978411874930e-02 -5.323745687528715770e-02 7.093095844299816821e-02 8.857965901957383370e-02
-1.967967967967968024e+00 1.887056613578453820e-02 3.772767700787210687e-02 -5.655788694531826977e-02 7.534776946238085082e-02 9.408392682106370142e-02
-1.965965965965966067e+00 1.998031184123312542e-02 3.994465187468475981e-02 -5.987706105874143758e-02 7.976160588084139913e-02 9.958239108277260054e-02
-1.963963963963963888e+00 2.109000824724827430e-02 4.216123250390940713e-02 -6.319490550808770646e-02 8.417229344767489241e-02 1.050747126335237758e-01
-1.961961961961961931e+00 2.219965261576450216e-02 4.437739701879028081e-02 -6.651134661541625859e-02 8.857965803648884529e-02 1.105605526810532896e-01
-1.959959959959959974e+00 2.330924220884478260e-02 4.659312354667862616e-02 -6.982631073394993115e-02 9.298352565207650133e-02 1.160395728329071396e-01
-1.957957957957958017e+00 2.441877428868698824e-02 4.880839021924791160e-02 -7.313972424970958952e-02 9.738372243728464495e-02 1.215114351173132851e-01
-1.955955955955956060e+00 2.552824611763099272e-02 5.102317517271039160e-02 -7.645151358314997148e-02 1.017800746798784434e-01 1.269758020040312463e-01
-1.953953953953953881e+00 2.663765495816548812e-02 5.323745654803298255e-02 -7.976160519079375510e-02 1.061724088193996274e-01 1.324323364251725754e-01
-1.951951951951951925e+00 2.774699807293444856e-02 5.545121249115247952e-02 -8.306992556686393359e-02 1.105605514540173306e-01 1.378807017959917114e-01
-1.949949949949949968e+00 2.885627272474378113e-02 5.766442115319099504e-02 -8.637640124491573201e-02 1.149443293473730865e-01 1.433205620356473309e-01
-1.947947947947948011e+00 2.996547617656862214e-02 5.987706069067268155e-02 -8.968095879946971771e-02 1.193235694354222304e-01 1.487515815879361658e-01
-1.945945945945946054e+00 3.107460569155977639e-02 6.208910926573867062e-02 -9.298352484764131620e-02 1.236980988332646719e-01 1.541734254419900585e-01
