0.000000000000000000e+00 1.131988341299716763e-06 -2.002416603550798704e-06 2.934205926978004046e-06 -3.788185235931340163e-06 4.604956722555799604e-06 -5.226966419165990021e-06 5.271959789055454634e-06
1.001001001001000992e-02 2.270679419043323735e-06 -4.016399226086746064e-06 5.884973250075997211e-06 -7.597332005455309892e-06 9.234968871063679874e-06 -1.048196743684774086e-05 1.057187672161727367e-05
2.002002002002001985e-02 3.422718118591898724e-06 -6.053408163713226729e-06 8.868704047025146147e-06 -1.144819147945275270e-05 1.391483149968961036e-05 -1.579273775018274603e-05 1.592740207178157822e-05
3.003003003003002977e-02 4.594729777107849471e-06 -8.124862402527156574e-06 1.190173112643104782e-05 -1.536141611696768646e-05 1.866921043369528695e-05 -2.118685672098122931e-05 2.136602372344774823e-05
4.004004004004003969e-02 5.793357244378050920e-06 -1.024220185143125497e-05 1.500040490888798445e-05 -1.935766725788911385e-05 2.352276851442008709e-05 -2.669188741809215134e-05 2.691520310785158127e-05
5.005005005005004615e-02 7.025296926546836386e-06 -1.241694776578734594e-05 1.818117764922833659e-05 -2.345771927946858630e-05 2.850028766793213684e-05 -3.233551092328568194e-05 3.260250736903006028e-05
6.006006006006005954e-02 8.297334022505820246e-06 -1.466076170691360814e-05 2.146068547263904657e-05 -2.768256089302010284e-05 3.362678746491404248e-05 -3.814565662800968447e-05 3.845573746761269003e-05
7.007007007007007293e-02 9.616377149044068545e-06 -1.698550335913241862e-05 2.485582866437235558e-05 -3.205349411578961149e-05 3.892764079035294396e-05 -4.415062919399164934e-05 4.450305287945136425e-05
8.008008008008007939e-02 1.098949253864910699e-05 -1.940328750512135451e-05 2.838385062297819862e-05 -3.659223141552471427e-05 4.442868719712772280e-05 -5.037923280119634335e-05 5.077309349652921373e-05
9.009009009009008584e-02 1.242393798292979452e-05 -2.192654044148335734e-05 3.206241586007733686e-05 -4.132099149133754959e-05 5.015634447718157404e-05 -5.686089326162418843e-05 5.729509929285089126e-05
1.001001001001000923e-01 1.392719668488459851e-05 -2.456805609953021592e-05 3.590968740539863255e-05 -4.626259412369325479e-05 5.613771894723850223e-05 -6.362577853641200273e-05 6.409902827718703998e-05
1.101101101101101126e-01 1.550701117454971170e-05 -2.734105212107892157e-05 3.994440395386007661e-05 -5.144055449845222241e-05 6.240071491259471228e-05 -7.070491815626840084e-05 7.121567321722509182e-05
1.201201201201201191e-01 1.717141743482965179e-05 -3.025922612542331373e-05 4.418595707164816818e-05 -5.687917738456173288e-05 6.897414374205700159e-05 -7.813032201107662940e-05 7.867677758551021262e-05
1.301301301301301394e-01 1.892877937744494215e-05 -3.333681239140906825e-05 4.865446876032832263e-05 -6.260365152196442726e-05 7.588783295930213264e-05 -8.593509894319030713e-05 8.651515114621280867e-05
1.401401401401401459e-01 2.078782380284437410e-05 -3.658863916756955524e-05 5.337086966180866406e-05 -6.864014455533531945e-05 8.317273573052012283e-05 -9.415357555023329121e-05 9.476478557294273160e-05
1.501501501501501523e-01 2.275767597254376752e-05 -4.003018681344131132e-05 5.835697817229794349e-05 -7.501589883014671766e-05 9.086104110491600311e-05 -1.028214155768056445e-04 1.034609704612569436e-04
1.601601601601601588e-01 2.484789591759983406e-05 -4.367764696635456243e-05 6.363558072008255919e-05 -8.175932835009581186e-05 9.898628534324998174e-05 -1.119757402501409677e-04 1.126404100749371748e-04
1.701701701701701652e-01 2.706851560274151780e-05 -4.754798292007771121e-05 6.923051344984870476e-05 -8.890011717892554502e-05 1.075834646498778082e-04 -1.216552498922197911e-04 1.223413411423097540e-04
1.801801801801801717e-01 2.943007706200285417e-05 -5.165899139458526027e-05 7.516674554525476905e-05 -9.646931955495782675e-05 1.166891496055135044e-04 -1.319003471199035752e-04 1.326036519976328488e-04
1.901901901901901781e-01 3.194367161847879024e-05 -5.602936586982995831e-05 8.147046441139529005e-05 -1.044994619730892354e-04 1.263416015810059053e-04 -1.427532619251274410e-04 1.434690033427046308e-04
2.002002002002001846e-01 3.462098029799909760e-05 -6.067876165063040725e-05 8.816916292955091609e-05 -1.130246474764012643e-04 1.365808913965923328e-04 -1.542581789088518711e-04 1.549809508851272670e-04
2.102102102102102188e-01 3.747431554405276097e-05 -6.562786282458227629e-05 9.529172898811559284e-05 -1.220806623878193959e-04 1.474490204762679698e-04 -1.664613669252172244e-04 1.671850700919938200e-04
2.202202202202202252e-01 4.051666433914225397e-05 -7.089845127017244597e-05 1.028685374857056604e-04 -1.317050857012636044e-04 1.589900447329049555e-04 -1.794113113759705335e-04 1.801290832809515619e-04
2.302302302302302317e-01 4.376173283586451190e-05 -7.651347786795572724e-05 1.109315449950926466e-04 -1.419374013413500935e-04 1.712502014064377128e-04 -1.931588493795930231e-04 1.938629892544938547e-04
2.402402402402402382e-01 4.722399259937067647e-05 -8.249713606368858868e-05 1.195143872696895643e-04 -1.528191134908458461e-04 1.842780390647000017e-04 -2.077573080245467699e-04 2.084391956678382834e-04
2.502502502502502724e-01 5.091872856141169677e-05 -8.887493792863927235e-05 1.286524797677700142e-04 -1.643938651756304749e-04 1.981245509642267592e-04 -2.232626459015338684e-04 2.239126543057281355e-04
2.602602602602602788e-01 5.486208878489800341e-05 -9.567379285885313294e-05 1.383831213633315274e-04 -1.767075602877890789e-04 2.128433119564110561e-04 -2.397335980955092659e-04 2.403409994288301609e-04
2.702702702702702853e-01 5.907113613675392616e-05 -1.029220890518873122e-04 1.487456014064507490e-04 -1.898084892185528713e-04 2.284906191127186140e-04 -2.572318248042814240e-04 2.577846893359748005e-04
