-7.902802489279670439e+00 7.149351067208861155e-01
7.902802489279672216e+00 7.149351067208512545e-01
-7.768551405855268932e+00 1.243491609036608603e+00
7.768551405855252057e+00 1.243491609036599943e+00
-3.177539547677772802e+00 7.117843954810632034e+00
3.177539547677771470e+00 7.117843954810688878e+00
1.900192888971381500e-01 7.714151283257596248e+00
-1.900192888971301564e-01 7.714151283263363190e+00
2.701174370747239095e-04 7.630933899990874458e+00
-2.701174371644299299e-04 7.630933900357040223e+00
