-5.000000000000000000e+00 1.171878230644800090e-12 -1.148696236258018271e-11 7.875258433585156691e-11 -4.358743368876857580e-10 2.064842710602811543e-09
-4.994994994994994997e+00 2.346633313966658235e-12 -2.300097316553698443e-11 1.576827170659871733e-10 -8.726876823839538785e-10 4.133926840614348694e-09
-4.989989989989989994e+00 3.527137402503422913e-12 -3.456902924758324658e-11 2.369675564813315078e-10 -1.311376693648899044e-09 6.211481800405289439e-09
-4.984984984984984990e+00 4.716264945174671754e-12 -4.621813891158685337e-11 3.167842669180487140e-10 -1.752877677317110670e-09 8.301733603994632136e-09
-4.979979979979979987e+00 5.916899632020728717e-12 -5.797538447782288496e-11 3.973104113801079033e-10 -2.198128570956654000e-09 1.040891339030830820e-08
-4.974974974974974984e+00 7.131941304156164085e-12 -6.986798447176957606e-11 4.787243415218656837e-10 -2.648070909348814530e-09 1.253726587064013944e-08
-4.969969969969969981e+00 8.364312845641813917e-12 -8.192335559083430717e-11 5.612055858590675438e-10 -3.103651779781670018e-09 1.469105771954000373e-08
-4.964964964964964977e+00 9.616967073729414525e-12 -9.416917459202692697e-11 6.449352370610924660e-10 -3.565825770468515777e-09 1.687458592598720168e-08
-4.959959959959959974e+00 1.089289364372458190e-11 -1.066334402405751475e-10 7.300963391637015030e-10 -4.035556916129523066e-09 1.909218612137761068e-08
-4.954954954954954971e+00 1.219512598454445466e-11 -1.193445354577784616e-10 8.168742755298540681e-10 -4.513820644711027668e-09 2.134824090055756540e-08
-4.949949949949949968e+00 1.352674828091703790e-11 -1.323312898050334053e-10 9.054571583764088167e-10 -5.001605729161916591e-09 2.364718815187830500e-08
-4.944944944944944965e+00 1.489090251807737688e-11 -1.456230424399076215e-10 9.960362206765476317e-10 -5.499916248139903459e-09 2.599352941201721035e-08
-4.939939939939939961e+00 1.629079560476120627e-11 -1.592497056793970643e-10 1.088806211241579445e-09 -6.009773559481944390e-09 2.839183826111766737e-08
-4.934934934934934958e+00 1.772970659027808653e-11 -1.732418293050483159e-10 1.183965793781269495e-09 -6.532218290242387538e-09 3.084676877363437629e-08
-4.929929929929929955e+00 1.921099399146421926e-11 -1.876306657444852133e-10 1.281717950739095766e-09 -7.068312347079750818e-09 3.336306404013833663e-08
-4.924924924924924952e+00 2.073810324536772366e-11 -2.024482362640127085e-10 1.382270392697673280e-09 -7.619140950757635929e-09 3.594556477523078791e-08
-4.919919919919919948e+00 2.231457430360643877e-11 -2.177273983073895094e-10 1.485835974150028772e-09 -8.185814698517174665e-09 3.859921802663889874e-08
-4.914914914914914945e+00 2.394404938445982407e-11 -2.335019141165607356e-10 1.592633116434459013e-09 -8.769471658077601925e-09 4.132908600051717977e-08
-4.909909909909909942e+00 2.563028089891211233e-11 -2.498065207711136859e-10 1.702886238634265562e-09 -9.371279497027494800e-09 4.414035501795692728e-08
-4.904904904904904939e+00 2.737713956705537043e-11 -2.666770017844893277e-10 1.816826197248953258e-09 -9.992437651383284993e-09 4.703834461771421317e-08
-4.899899899899899935e+00 2.918862274148018797e-11 -2.841502603964638069e-10 1.934690735449843288e-09 -1.063417953710991841e-08 5.002851682019136196e-08
-4.894894894894894932e+00 3.106886295454120242e-11 -3.022643947032274315e-10 2.056724942741399790e-09 -1.129777480842626788e-08 5.311648556776790149e-08
-4.889889889889889929e+00 3.302213670667445756e-11 -3.210587747684471223e-10 2.183181725859185507e-09 -1.198453166675102436e-08 5.630802635665756778e-08
-4.884884884884884926e+00 3.505287351326526835e-11 -3.405741218609975531e-10 2.314322291746324263e-09 -1.269579922418373579e-08 5.960908607557048843e-08
-4.879879879879879923e+00 3.716566522792266213e-11 -3.608525899676421506e-10 2.450416643462977393e-09 -1.343296992546203596e-08 6.302579306659031725e-08
-4.874874874874874919e+00 3.936527566040828478e-11 -3.819378497318080003e-10 2.591744089897380601e-09 -1.419748203238888666e-08 6.656446742383007400e-08
-4.869869869869869916e+00 4.165665050789245668e-11 -4.038751749727200669e-10 2.738593770162509344e-09 -1.499082217478255325e-08 7.023163154560822748e-08
-4.864864864864864913e+00 4.404492761866611736e-11 -4.267115319425239220e-10 2.891265193579158772e-09 -1.581452797206618823e-08 7.403402095608055733e-08
-4.859859859859859910e+00 4.653544760793532842e-11 -4.504956714827244952e-10 3.050068796164887130e-09 -1.667019072968663798e-08 7.797859541249329233e-08
-4.854854854854854906e+00 4.913376484585080674e-11 -4.752782242451751395e-10 3.215326514567958382e-09 -1.755945821462906211e-08 8.207255031446377946e-08
-4.849849849849849903e+00 5.184565883849216030e-11 -5.011117991470865165e-10 3.387372378406910020e-09 -1.848403751437863474e-08 8.632332843196739757e-08
-4.844844844844844900e+00 5.467714602312480260e-11 -5.280510852339865712e-10 3.566553121999035077e-09 -1.944569798377030336e-08 9.073863196899661345e-08
-4.839839839839839897e+00 5.763449199968653153e-11 -5.561529571293554422e-10 3.753228816485517603e-09 -2.044627428426477449e-08 9.532643498017371729e-08
-4.834834834834834894e+00 6.072422422113672680e-11 -5.854765842547162815e-10 3.947773523386811890e-09 -2.148766952029209612e-08 1.000949961579368329e-07
-4.829829829829829890e+00 6.395314516601193949e-11 -6.160835440092984769e-10 4.150575970649089030e-09 -2.257185847741299771e-08 1.050528720082724348e-07
-4.824824824824824887e+00 6.732834601728752236e-11 -6.480379391040594744e-10 4.362040252271713455e-09 -2.370089096716512177e-08 1.102089304333557294e-07
-4.819819819819819884e+00 7.085722087243819636e-11 -6.814065192508145931e-10 4.582586552636245425e-09 -2.487689528358402806e-08 1.155723647398639774e-07
-4.814814814814814881e+00 7.454748151041668605e-11 -7.162588074134113313e-10 4.812651896689134023e-09 -2.610208177651544310e-08 1.211527080921445049e-07
-4.809809809809809877e+00 7.840717274215514366e-11 -7.526672308345482206e-10 5.052690927164593666e-09 -2.737874654697439927e-08 1.269598484298843858e-07
-4.804804804804804874e+00 8.244468837210702430e-11 -7.907072570586908577e-10 5.303176710069252707e-09 -2.870927526994758463e-08 1.330040438703934160e-07
-4.799799799799799871e+00 8.666878779931102423e-11 -8.304575351787680246e-10 5.564601569687286602e-09 -3.009614715018515285e-08 1.392959386161114822e-07
-4.794794794794794868e+00 9.108861328746286596e-11 -8.720000425418507076e-10 5.837477954403302179e-09 -3.154193901668279950e-08 1.458465793884627335e-07
-4.789789789789789864e+00 9.571370793454395065e-11 -9.154202371570167988e-10 6.122339334681339639e-09 -3.304932956172189242e-08 1.526674324097395938e-07
-4.784784784784784861e+00 1.005540343736524173e-10 -9.608072160567939725e-10 6.419741134580349967e-09 -3.462110373050344753e-08 1.597704009552557288e-07
-4.779779779779779858e+00 1.056199942378305457e-10 -1.008253879872172703e-09 6.730261698230417897e-09 -3.626015726758868194e-08 1.671678434985946597e-07
-4.774774774774774855e+00 1.109224484228937822e-10 -1.057857103890250284e-09 7.054503292740630485e-09 -3.796950142654697713e-08 1.748725924734108527e-07
-4.769769769769769852e+00 1.164727381835173117e-10 -1.109717915872912210e-09 7.393093149057170777e-09 -3.975226784940382551e-08 1.828979736758749938e-07
-4.764764764764764848e+00 1.222827070991455148e-10 -1.163941680924722425e-09 7.746684542340194385e-09 -4.161171362268162030e-08 1.912578263325237030e-07
-4.759759759759759845e+00 1.283647239476501396e-10 -1.220638293708336370e-09 8.115957913479698365e-09 -4.355122651703375820e-08 1.999665238589586120e-07
-4.754754754754754842e+00 1.347317065260912888e-10 -1.279922378316403229e-09 8.501622033425047617e-09 -4.557433041769113784e-08 2.090389953355712182e-07
